label.value,abstract.value,words_string
Autoinjector,"An autoinjector (or auto-injector) is a medical device designed to deliver a dose of a particular drug. The injectors were initially designed to overcome the hesitation associated with self-administration of the needle-based drug delivery device. Most autoinjectors are one-use, disposable, spring-loaded syringes. By design, autoinjectors are easy to use and are intended for self-administration by patients, or administration by untrained personnel. The site of injection depends on the drug loaded, but it typically is administered into the thigh or the buttocks. Autoinjectors are sharps waste.",Drug_delivery_devices
Vascular closure device,"Vascular closure devices (VCDs) are medical devices used to achieve hemostasis of the small hole in the artery after a cardiovascular procedure of endovascular surgery requiring a catheterization. Cardiovascular procedures requiring catheterization include diagnostic procedures that help diagnose diseased blood vessels and interventional procedures such as angioplasty, the placement of a stent and coronary thrombectomy. During such procedures, a small incision is made in the groin area and a hole is created in the femoral artery to gain access to the artery. This hole is referred to as the access site or puncture site. At the completion of the procedure, the hole needs to be closed. Metal clip-based and suture-based VCDs may reduce time to hemostasis when compared with extrinsic (manual or mechanical) compression. However, no type of VCD has been shown to be more effective or safe than another.",Implants_(medicine)
Bone cement,"Bone cements have been used very successfully to anchor artificial joints (hip joints, knee joints, shoulder and elbow joints) for more than half a century. Artificial joints (referred to as prostheses) are anchored with bone cement. The bone cement fills the free space between the prosthesis and the bone and plays the important role of an elastic zone. This is necessary because the human hip is acted on by approximately 10–12 times the body weight and therefore the bone cement must absorb the forces acting on the hips to ensure that the artificial implant remains in place over the long term. Bone cement chemically is nothing more than Plexiglas (i.e. polymethyl methacrylate or PMMA). PMMA was used clinically for the first time in the 1940s in plastic surgery to close gaps in the skull. Comprehensive clinical tests of the compatibility of bone cements with the body were conducted before their use in surgery. The excellent tissue compatibility of PMMA allowed bone cements to be used for anchorage of head prostheses in the 1950s. Today several million procedures of this type are conducted every year all over the world and more than half of them routinely use bone cements – and the proportion is increasing. Bone cement is considered a reliable anchorage material with its ease of use in clinical practice and particularly because of its proven long survival rate with cemented-in prostheses. Hip and knee registers for artificial joint replacements such as those in Sweden and Norway clearly demonstrate the advantages of cemented-in anchorage. A similar register for endoprosthesis was introduced in Germany in 2010.",Biomaterials
Hip resurfacing,"Hip resurfacing has been developed as a surgical alternative to total hip replacement (THR). The procedure consists of placing a cap (usually made of cobalt-chrome metal), which is hollow and shaped like a mushroom, over the head of the femur while a matching metal cup (similar to what is used with a THR) is placed in the acetabulum , replacing the articulating surfaces of the person's hip joint and removing very little bone compared to a THR. When the person moves the hip, the movement of the joint induces synovial fluid to flow between the hard metal bearing surfaces lubricating them when the components are placed in the correct position. The surgeon's level of experience with hip resurfacing is most important; therefore, the selection of the right surgeon is crucial for a successful outcome. Health-related quality of life measures are markedly improved and the person's satisfaction is favorable after hip resurfacing arthroplasty.",Orthopedic_implants
Giles Brindley,"Giles Skey Brindley, MD FRS (born April 30, 1926), is a British physiologist, musicologist and composer, known for his contributions to the physiology of the retina and colour vision, treatment of erectile dysfunction.",Neuroprosthetics
Starlite,"Starlite is an intumescent material claimed to be able to withstand and insulate from extreme heat. It was invented by British hairdresser and amateur chemist Maurice Ward (1933–2011) during the 1970s and 1980s, and received significant publicity after coverage of the material aired in 1990 on the BBC science and technology show Tomorrow's World. The name Starlite was coined by Ward's granddaughter Kimberly. The American company Thermashield, LLC claims to have acquired the rights to Starlite in 2013 and replicated it. It is the only company to have itself publicly demonstrated the technology and have samples tested by third parties. Thermashield's Starlite has successfully passed femtosecond laser testing at the Georgia Institute of Technology and ASTM D635-15 Standard Testing.",Biomaterials
Norelgestromin/ethinylestradiol,"Norelgestromin/ethinylestradiol, sold under the brand name Ortho Evra among others, is a contraceptive patch containing the progestin norelgestromin and the estrogen ethinylestradiol. As of December 2016, the product Ortho Evra has been discontinued in the U.S. while the product Xulane continues to be marketed. The most common side effects include headache, nausea (feeling sick), breast tenderness, and irregular uterine bleeding. Norelgestromin/ethinylestradiol was approved for medical use in the United States in November 2001, and in the European Union in August 2002. Norelgestromin/ethinylestradiol is a transdermal patch (a patch that delivers a medicine across the skin). For the first three weeks of the menstrual cycle a new patch should be applied every week, followed by a fourth week, which is patch-free. The patch-free interval must not be longer than seven days; otherwise, additional non-hormonal contraceptive methods must be used, such as condoms. Transdermal patches must always be applied on the same day of the week to the buttock, abdomen (belly), upper arm or upper back. The same area of skin should not be used for two consecutive patches. Norelgestromin/ethinylestradiol may work less well in women weighing 198 pounds (90 kg) or more.",Transdermal_patches
Estrogen patch,"An estrogen patch (oestrogen patch) is a transdermal delivery system for estradiol, which can be used as hormone replacement therapy to treat menopause symptoms, hypoestrogenism, and to prevent osteoporosis. Transdermal preparations of estrogen are metabolized differently than oral preparations. Transdermal estrogens avoid first-pass metabolism which allow transdermal preparations to contain a range of lower doses of estrogen, and thus potentially reduce the risk of blood clotting and stroke. An estrogen patch is applied directly to the skin, preferably near the lower abdomen, hips, or buttocks, and is changed once or twice per week. For women who have not undergone a hysterectomy, it is often suggested that they take progestin in addition to an estrogen patch in order to protect the endometrium of the uterus. Although it is uncommon, it is possible that women who have undergone a hysterectomy be recommended to take progestin as well. Transdermal estrogens are not recommended for all women; there are important precautions and side effects that should be considered before use.",Transdermal_patches
Aluminium oxide,"Aluminium oxide is a chemical compound of aluminium and oxygen with the chemical formula Al2O3. It is the most commonly occurring of several aluminium oxides, and specifically identified as aluminium(III) oxide. It is commonly called alumina and may also be called aloxide, aloxite, or alundum depending on particular forms or applications. It occurs naturally in its crystalline polymorphic phase α-Al2O3 as the mineral corundum, varieties of which form the precious gemstones ruby and sapphire. Al2O3 is significant in its use to produce aluminium metal, as an abrasive owing to its hardness, and as a refractory material owing to its high melting point.",Biomaterials
Motorized shopping cart,"A motorized shopping cart (also known as electric shopping cart) is a shopping cart equipped with an electric motor and navigational controls. It includes a seat (often equipped with an occupant seat switch activating movement of the motorized shopping cart from the occupant's weight) thereby also making it a motorized wheelchair, and it has a rechargeable battery that can be charged by plugging in the device when not in use in order to maximize usage. Motorized shopping carts are provided by supermarkets and other large retail stores for those with permanent or temporary physical disabilities who may have difficulty walking through a large store or pushing a regular cart.","Mobility_devices,Wheelchairs"
Poly(methyl methacrylate),"Poly (methyl methacrylate) (PMMA), also known as acrylic, acrylic glass, or plexiglass, as well as by the trade names Crylux, Plexiglas, Acrylite, Astariglas, Lucite, Perclax, and Perspex, among several others , is a transparent thermoplastic often used in sheet form as a lightweight or shatter-resistant alternative to glass. The same material can be used as a casting resin or in inks and coatings, among many other uses. Although not a type of familiar silica-based glass, the substance, like many thermoplastics, is often technically classified as a type of glass (in that it is a non-crystalline vitreous substance), hence its occasional historic designation as acrylic glass. Chemically, it is the synthetic polymer of methyl methacrylate. The material was developed in 1928 in several different laboratories by many chemists, such as William Chalmers, Otto Röhm, and Walter Bauer, and was first brought to market in 1933 by German Röhm & Haas AG (as of January 2019, part of Evonik Industries) and its partner and former U.S. affiliate Rohm and Haas Company under the trademark Plexiglas. PMMA is an economical alternative to polycarbonate (PC) when tensile strength, flexural strength, transparency, polishability, and UV tolerance are more important than impact strength, chemical resistance, and heat resistance. Additionally, PMMA does not contain the potentially harmful bisphenol-A subunits found in polycarbonate and is a far better choice for laser cutting. It is often preferred because of its moderate properties, easy handling and processing, and low cost. Non-modified PMMA behaves in a brittle manner when under load, especially under an impact force, and is more prone to scratching than conventional inorganic glass, but modified PMMA is sometimes able to achieve high scratch and impact resistance.",Biomaterials
Polydimethylsiloxane,"Polydimethylsiloxane (PDMS), also known as dimethylpolysiloxane or dimethicone, belongs to a group of polymeric organosilicon compounds that are commonly referred to as silicones. PDMS is the most widely used silicon-based organic polymer due to its versatility and properties leading to many applications. It is particularly known for its unusual rheological (or flow) properties. PDMS is optically clear and, in general, inert, non-toxic, and non-flammable. It is one of several types of silicone oil (polymerized siloxane). Its applications range from contact lenses and medical devices to elastomers; it is also present in shampoos (as it makes hair shiny and slippery), food (antifoaming agent), caulking, lubricants and heat-resistant tiles.",Biomaterials
Surface and bulk erosion,"Surface and bulk erosion are two different forms of erosion that describe how a degrading polymer erodes. In surface erosion, the polymer degrades from the exterior surface. The inside of the material does not degrade until all the surrounding material around it has been degraded. In bulk erosion, degradation occurs throughout the whole material equally. Both the surface and the inside of the material degrade. Surface erosion and bulk erosion are not exclusive, many materials undergo a combination of surface and bulk erosion. Therefore, surface and bulk erosion can be thought of as a spectrum instead of two separate categories.",Biomaterials
Rags Parkland Sings the Songs of the Future,"Rags Parkland Sings the Songs of the Future is a science fiction concert folk musical with lyrics, music, and book by . The show premiered Off-Broadway in 2018 at Ars Nova where it ran for about a month. The premiere production starred Butler, Stacey Sargeant, Jessie Linden, Debbie Christine Tjong, Tony Jarvis, and Rick Burkhardt. Set in the mid-2200s in a world where partially constructed and fully constructed humans face government persecution, the show begins with the title character performing solo before being joined onstage in flashback by his former band, Beaux Weathers & The Future. Butler spent nearly a decade developing a show about a folk singer performing several centuries in the future, pulling inspiration from a variety of folk, country, rock, and blues rock artists. Rags Parkland was well received by critics and garnered nine Drama Desk and six Lucille Lortel award nominations, ultimately winning the Lortel Award for Outstanding Musical. An original cast recording was released in 2020.",Cyborgs_in_fiction
Mert Lawwill,"Mert Lawwill (Born September 25, 1940) is an American professional motorcycle racer, race team owner and mountain bike designer. He competed in the AMA Grand National Championship from 1962 to 1977. Lawwill is notable for winning the 1969 AMA Grand National Championship as a member of the Harley-Davidson factory racing team. After his motorcycle racing career, Lawwill became one of the top motorcycle racing frame designers and builders. Lawwill then used his experience as a motorcycle frame builder to become an innovative mountain bike designer, developing one of the first bicycle suspensions. He also developed prosthetic limbs for amputees. Lawwill was inducted in the Mountain Bike Hall of Fame in 1997 and the Motorcycle Hall of Fame in 1998.",Prosthetic_manufacturers
Mindball,"Mindball is created by the Swedish developer Interactive Productline IP AB. The technique is based on EEG methodology and the basic concept is to move a ball with your mind; Mindball. Mindball can refer to both the Mindball Game and Mindball Play, both are developed and distributed by Interactive Productline IP AB.",Brain–computer_interfacing
Bone wax,"Bone wax is a waxy substance used to help mechanically control bleeding from bone surfaces during surgical procedures. It is generally made of beeswax with a softening agent such as paraffin or petroleum jelly and is smeared across the bleeding edge of the bone, blocking the holes and causing immediate bone hemostasis through a tamponade effect. Bone wax is most commonly supplied in sterile sticks, and usually requires softening before it can be applied.","Biomaterials,Implants_(medicine)"
Drug packaging,"Pharmaceutical packaging (or drug packaging) is the packages and the packaging processes for pharmaceutical preparations. It involves all of the operations from production through drug distribution channels to the end consumer. Pharmaceutical packaging is highly regulated but with some variation in the details, depending on the country of origin or the region. Several common factors can include: assurance of patient safety, assurance of the efficacy of the drug through the intended shelf life, uniformity of the drug through different production lots, thorough documentation of all materials and processes, control of possible migration of packaging components into the drug, control of degradation of the drug by oxygen, moisture, heat, etc., prevention of microbial contamination, sterility, etc. Packaging is often involved in dispensing, dosing, and use of the pharmaceutical product. Communication of proper use and cautionary labels are also regulated. Packaging is an integral part of pharmaceutical product.",Drug_delivery_devices
Title 21 of the Code of Federal Regulations,"Title 21 is the portion of the Code of Federal Regulations that governs food and drugs within the United States for the Food and Drug Administration (FDA), the Drug Enforcement Administration (DEA), and the Office of National Drug Control Policy (ONDCP). It is divided into three chapters: 
* Chapter I — Food and Drug Administration 
* Chapter II — Drug Enforcement Administration 
* Chapter III — Office of National Drug Control Policy",Regulation_of_medical_devices
Master Grossmith,"William Robert Grossmith, also known as Master Grossmith (1818–1899), was a 19th-century child actor, eldest son of William Grossmith, who then established a second career as a maker of prosthetic limbs.",Medical_device_manufacturers
Solution,"In chemistry, a solution is a special type of homogeneous mixture composed of two or more substances. In such a mixture, a solute is a substance dissolved in another substance, known as a solvent. The mixing process of a solution happens at a scale where the effects of chemical polarity are involved, resulting in interactions that are specific to solvation. The solution usually has the state of the solvent when the solvent is the larger fraction of the mixture, as is commonly the case. One important parameter of a solution is the concentration, which is a measure of the amount of solute in a given amount of solution or solvent. The term ""aqueous solution"" is used when one of the solvents is water.",Drug_delivery_devices
Emulsion,"An emulsion is a mixture of two or more liquids that are normally immiscible (unmixable or unblendable) owing to liquid-liquid phase separation. Emulsions are part of a more general class of two-phase systems of matter called colloids. Although the terms colloid and emulsion are sometimes used interchangeably, emulsion should be used when both phases, dispersed and continuous, are liquids. In an emulsion, one liquid (the dispersed phase) is dispersed in the other (the continuous phase). Examples of emulsions include vinaigrettes, homogenized milk, liquid biomolecular condensates, and some cutting fluids for metal working. Two liquids can form different types of emulsions. As an example, oil and water can form, first, an oil-in-water emulsion, in which the oil is the dispersed phase, and water is the continuous phase. Second, they can form a water-in-oil emulsion, in which water is the dispersed phase and oil is the continuous phase. Multiple emulsions are also possible, including a ""water-in-oil-in-water"" emulsion and an ""oil-in-water-in-oil"" emulsion. Emulsions, being liquids, do not exhibit a static internal structure. The droplets dispersed in the continuous phase (sometimes referred to as the ""dispersion medium"") are usually assumed to be statistically distributed to produce roughly spherical droplets. The term ""emulsion"" is also used to refer to the photo-sensitive side of photographic film. Such a photographic emulsion consists of silver halide colloidal particles dispersed in a gelatin matrix. Nuclear emulsions are similar to photographic emulsions, except that they are used in particle physics to detect high-energy elementary particles.",Drug_delivery_devices
Implant failure,Implant failure refers to the failure of any medical implant to meet the claims of its manufacturer or the health care provider involved in its installation. Implant failure can have any number of causes. The rates of failure vary for different implants. The monitoring of the safety of implants is conducted within the context of broader pharmacovigilance.,Implants_(medicine)
Intrauterine device,"An intrauterine device (IUD), also known as intrauterine contraceptive device (IUCD or ICD) or coil, is a small, often T-shaped birth control device that is inserted into the uterus to prevent pregnancy. IUDs are one form of long-acting reversible birth control (LARC). One study found that female family planning providers choose LARC methods more often (41.7%) than the general public (12.1%). Among birth control methods, IUDs, along with other contraceptive implants, result in the greatest satisfaction among users. IUDs are safe and effective in adolescents as well as those who have not previously had children. Once an IUD is removed, even after long-term use, fertility returns to normal rapidly. Copper devices have a failure rate of about 0.8% while hormonal (levonorgestrel) devices fail about 0.2% of the time within the first year of use. In comparison, male sterilization and male condoms have a failure rate of about 0.15% and 15%, respectively. Copper IUDs can also be used as emergency contraception within five days of unprotected sex. Although copper IUDs may increase menstrual bleeding and result in painful cramps, hormonal IUDs may reduce menstrual bleeding or stop menstruation altogether. However, women can have daily spotting for several months and it can take up to three months for there to be a 90% decrease in bleeding. Cramping can be treated with NSAIDs. More serious potential complications include expulsion (2–5%) and rarely perforation of the uterus (less than 0.7%). IUDs do not affect breastfeeding and can be inserted immediately after delivery. They may also be used immediately after an abortion. The use of IUDs has increased within the United States from 0.8% in 1995 to 7.2% from the period of 2006 to 2014. The use of IUDs as a form of birth control dates from the 1800s. A previous model known as the Dalkon shield was associated with an increased risk of pelvic inflammatory disease (PID). However, current models do not affect PID risk in women without sexually transmitted infections during the time of insertion.",Drug_delivery_devices
Orally disintegrating tablet,"An orally disintegrating tablet or orally dissolving tablet (ODT) is a drug dosage form available for a limited range of over-the-counter (OTC) and prescription medications. ODTs differ from traditional tablets in that they are designed to be dissolved on the tongue rather than swallowed whole. The ODT serves as an alternative dosage form for patients who experience dysphagia (difficulty in swallowing) or for where compliance is a known issue and therefore an easier dosage form to take ensures that medication is taken. Common among all age groups, dysphagia is observed in about 35% of the general population, as well as up to 60% of the elderly institutionalized population and 18-22% of all patients in long-term care facilities ODTs may have a faster onset of effect than tablets or capsules, and have the convenience of a tablet that can be taken without water. During the last decade, ODTs have become available in a variety of therapeutic markets, both OTC and by prescription.",Drug_delivery_devices
IEC 62366,"The international standard IEC 62366 medical devices - Application of usability engineering to medical devices is a standard which specifies usability requirements for the development of medical devices. It is harmonized by the European Union (EU) and the United States (US), and therefore can be used as a benchmark to comply with regulatory requirements from both these markets.",Regulation_of_medical_devices
Acelity,"Acelity L.P. Inc., was a privately held medical device company. It was a non-operating holding company who wholly owned subsidiaries developed advanced wound therapeutics products. The advanced wound therapeutics business was conducted by Kinetic Concepts, Inc. (KCI) and its subsidiaries, including Systagenix. The company reported $1.87 billion in annual revenue globally in 2015. In October 2019 Acelity Inc. and its KCI subsidiaries worldwide was acquired by 3M.",Medical_device_manufacturers
Dexcom,"DexCom, Inc. is a company that develops, manufactures, and distributes continuous glucose monitoring (CGM) systems for diabetes management. It operates internationally with headquarters in San Diego, California, and has a manufacturing facility in Mesa, Arizona.",Medical_device_manufacturers
Vaporizer (inhalation device),"A vaporizer or vaporiser, colloquially known as a vape, is a device used to vaporize substances for inhalation. Plant substances can be used, commonly cannabis, tobacco, or other herbs or blends of essential oil. However, they can also be filled with a combination propylene glycol, glycerin, and drugs such as nicotine (e.g. extract from tobacco) or tetrahydrocannabinol as a liquid solution. Vaporizers contain various forms of extraction chambers including straight bore, venturi, or sequential venturi, and are made of materials such as metal or glass. The extracted vapor may be collected in an inflatable bag, or inhaled directly through a hose or pipe. When used properly, cooler temperatures due to lack of combustion result in significantly more efficient extraction of the ingredients. Hence, the irritating and harmful effects of smoking are heavily reduced, as is its secondhand smoke.",Drug_delivery_devices
Dose verification system,"DVS (Dose Verification System), developed by Sicel Technologies, was an implantable telemetric, radiation sensor. The device was used to measure the amount of radiation that was delivered to tumor and/or healthy tissue. The DVS sensor contained a dosimeter and wireless transmitter inside a sealed, biocompatible glass capsule measuring 0.8 inches (20mm) long and 0.08 inches (2.1mm) across. The sensor was implantable transluminally or transdermally.The device had limited adoption by the radiation oncology community, sales were thus inadequate for profitability, and the company (Sicel) eventually ceased to exist circa 2011.",Implants_(medicine)
Mitral valve annuloplasty,"Mitral valve annuloplasty is a surgical technique for the repair of leaking mitral valves. Due to various factors, the two leaflets normally involved in sealing the mitral valve to retrograde flow may not coapt properly. Surgical repair typically involves the implantation of a device surrounding the mitral valve, called an annuloplasty device, which pulls the leaflets together to facilitate coaptation and aids to re-establish mitral valve function.",Implants_(medicine)
Pickering emulsion,"A Pickering emulsion is an emulsion that is stabilized by solid particles (for example colloidal silica) which adsorb onto the interface between the two phases. This type of emulsion was named after S.U. Pickering, who described the phenomenon in 1907, although the effect was first recognized by Walter Ramsden in 1903. If oil and water are mixed and small oil droplets are formed and dispersed throughout the water, eventually the droplets will coalesce to decrease the amount of energy in the system. However, if solid particles are added to the mixture, they will bind to the surface of the interface and prevent the droplets from coalescing, making the emulsion more stable. Properties such as hydrophobicity, shape, and size of the particle can have an effect on the stability of the emulsion. The particle’s contact angle to the surface of the droplet is a characteristic of the hydrophobicity. If the contact angle of the particle to the interface is low, the particle will be mostly wetted by the droplet and therefore will not be likely to prevent coalescence of the droplets. Particles that are partially hydrophobic (i.e. contact angle of approximately 90°) are better stabilizers because they are partially wettable by both liquids and therefore bind better to the surface of the droplets. The stabilization energy is given by where r is the particle radius, is the interfacial tension, and is the contact angle. When the contact angle is approximately 90°, the energy required to stabilize the system is at its minimum.Generally, the phase that preferentially wets the particle will be the continuous phase in the emulsion system. Additionally, it has been demonstrated that the stability of the Pickering emulsions can be improved by the use of amphiphilic ""Janus particles"", namely particles that have one hydrophobic and one hydrophilic side, due to the higher adsorption energy of the particles at the liquid-liquid interface. This is evident when observing emulsion stabilization using polyelectrolytes. Homogenised milk is an example of a Pickering-stabilized emulsion. Casein (protein) units are adsorbed at the surface of milk fat globules and act as a surfactant. The casein replaces the milkfat globule membrane, which is damaged during homogenisation. It is possible to use latex particles for Pickering stabilization and then fuse these particles to form a permeable shell or capsule, called a colloidosome. Moreover, Pickering emulsion droplets are also suitable templates for micro-encapsulation and the formation of closed, non-permeable capsules. This form of encapsulation can also be applied to water-in-water emulsions (dispersions of phase-separated aqueous polymer solutions), and can also be reversible.",Drug_delivery_devices
Inhaler,"An inhaler (also known as a puffer, pump or allergy spray) is a medical device used for delivering medicines into the lungs through the work of a person's breathing. This allows medicines to be delivered to and absorbed in the lungs, which provides the ability for targeted medical treatment to this specific region of the body, as well as a reduction in the side effects of oral medications. There are a wide variety of inhalers, and they are commonly used to treat numerous medical conditions with asthma and chronic obstructive pulmonary disease (COPD) being among the most notable. Some of the common types of inhalers include meter-dosed inhalers, dry powder inhalers, soft mist inhalers, and nebulizers. Each device has advantages and disadvantages and can be selected based on specific patient needs, as well as age, coordination, and lung function. Proper education on inhaler use is important to ensure that inhaled medication takes its proper effects in the lungs.",Drug_delivery_devices
Peri-implantitis,"Peri-implantitis is a destructive inflammatory process affecting the soft and hard tissues surrounding dental implants. The soft tissues become inflamed whereas the alveolar bone (hard tissue), which surrounds the implant for the purposes of retention, is lost over time. The bone loss involved in peri-implantitis differentiates this condition from peri-mucositis, a reversible inflammatory reaction involving only the soft tissues around the implant.",Implants_(medicine)
Ocular prosthesis,"An ocular prosthesis, artificial eye or glass eye is a type of craniofacial prosthesis that replaces an absent natural eye following an enucleation, evisceration, or orbital exenteration. The prosthesis fits over an orbital implant and under the eyelids. Though often referred to as a glass eye, the ocular prosthesis roughly takes the shape of a convex shell and is made of medical grade plastic acrylic. A few ocular prostheses today are made of cryolite glass. A variant of the ocular prosthesis is a very thin hard shell known as a scleral shell which can be worn over a damaged or eviscerated eye. Makers of ocular prosthetics are known as ocularists. An ocular prosthesis does not provide vision; this would be a visual prosthesis. Someone with an ocular prosthesis is altogether blind on the affected side and has monocular (one sided) vision.",Implants_(medicine)
Aortic valve replacement,"Aortic valve replacement is a procedure whereby the failing aortic valve of a patient's heart is replaced with an artificial heart valve. The aortic valve may need to be replaced because: 
* The valve is leaky (aortic insufficiency, also known as aortic regurgitation) 
* The valve is narrowed and doesn't open fully (aortic stenosis) Current methods for aortic valve replacement include open-heart surgery, termed minimally invasive cardiac surgery (MICS) or surgical aortic valve replacement (SAVR) and transcatheter aortic valve replacement (TAVR). A competent practicing cardiologist should evaluate if a patient could benefit from heart valve repair.",Implants_(medicine)
Autologous cultured chondrocytes on porcine collagen membrane,"Autologous cultured chondrocytes on porcine collagen membrane (Maci) is a treatment to correct cartilage defects in the knee. It is used to treat symptomatic, full-thickness cartilage defects of the knee with or without bone involvement. Autologous cultured chondrocytes on porcine collagen membrane is an autologous cellularized scaffold product. This treatment is approved by the US Food and Drug Administration (FDA). It is only administered to adults. Healthy cartilage is removed from the person's own knees and a 'scaffold' is created on which the healthy tissue growths. This is an autologous matrix-induced chondrogenesis procedure which prevents tissue rejection complications since the transplanted cartilage comes from the same person. Autologous cultured chondrocytes on porcine collagen membrane was approved for use in the United States in May 2019.",Implants_(medicine)
Enema,"An enema, also known as a clyster, is an injection of fluid into the lower bowel by way of the rectum. Also, the word enema can refer to the liquid so injected, as well as to a device for administering such an injection. In standard medicine, the most frequent uses of enemas are to relieve constipation and for bowel cleansing before a medical examination or procedure; also, they are employed as a lower gastrointestinal series (also called a barium enema), to treat traveler's diarrhea, as a vehicle for the administration of food, water or medicine, as a stimulant to the general system, as a local application and, more rarely, as a means of reducing temperature, as treatment for encopresis, and as a form of rehydration therapy (proctoclysis) in patients for whom intravenous therapy is not applicable. In other contexts, enemas are used by some alternative health therapies, used for enjoyment, chiefly as part of sexual activities, but also in sadomasochism, as well as simply for pleasure, used to intoxicate with alcohol, used to administer drugs for both recreational and religious reasons, and used for punishment.",Drug_delivery_devices
Artificial cardiac pacemaker,"A cardiac pacemaker (or artificial pacemaker, so as not to be confused with the natural pacemaker of the heart), is a medical device that generates electrical impulses delivered by electrodes to cause the heart muscle chambers (the upper, or atria and/or the lower, or ventricles) to contract and therefore pump blood; by doing so this device replaces and/or regulates the function of the electrical conduction system of the heart. The primary purpose of a pacemaker is to maintain an adequate heart rate, either because the heart's natural pacemaker is not fast enough, or because there is a block in the heart's electrical conduction system. Modern pacemakers are externally programmable and allow a cardiologist, particularly a cardiac electrophysiologist to select the optimal pacing modes for individual patients. Modern devices are demand pacemakers, in which the stimulation of the heart is based on the dynamic demand of the circulatory system. A specific type of pacemaker called a defibrillator combines pacemaker and defibrillator functions in a single implantable device, which should be called a defibrillator, for clarity. Others, called biventricular pacemakers have multiple electrodes stimulating differing positions within the lower heart chambers to improve synchronization of the ventricles, the lower chambers of the heart.","Implants_(medicine),Neuroprosthetics"
Artificial organ,"An artificial organ is a human made organ device or tissue that is implanted or integrated into a human — interfacing with living tissue — to replace a natural organ, to duplicate or augment a specific function or functions so the patient may return to a normal life as soon as possible. The replaced function does not have to be related to life support, but it often is. For example, replacement bones and joints, such as those found in hip replacements, could also be considered artificial organs. Implied by definition, is that the device must not be continuously tethered to a stationary power supply or other stationary resources such as filters or chemical processing units. (Periodic rapid recharging of batteries, refilling of chemicals, and/or cleaning/replacing of filters would exclude a device from being called an artificial organ.) Thus, a dialysis machine, while a very successful and critically important life support device that almost completely replaces the duties of a kidney, is not an artificial organ.",Implants_(medicine)
Self-expandable metallic stent,"A self-expandable metallic stent (or SEMS) is a metallic tube, or stent that holds open a structure in the gastrointestinal tract to allow the passage of food, chyme, stool, or other secretions related to digestion. Surgeons insert SEMS by endoscopy, inserting a fibre optic camera—either through the mouth or colon—to reach an area of narrowing. As such, it is termed an endoprosthesis. SEMS can also be inserted using fluoroscopy where the surgeon uses an X-ray image to guide insertion, or as an adjunct to endoscopy. The vast majority of SEMS are used to alleviate symptoms caused by cancers of the gastrointestinal tract that obstruct the interior of the tube-like (or luminal) structures of the bowel — namely the esophagus, duodenum, common bile duct and colon. SEMS are designed to be permanent and, as a result, are often used when the cancer is at an advanced stage and cannot be removed by surgery.",Implants_(medicine)
Intraocular lens,"Intraocular lens (IOL) is a lens implanted in the eye as part of a treatment for cataracts or myopia. If someone has a natural lens in the eye it is known as phakic and if someone has an artificial lens in the eye it is known as pseudophakic or false lens. These are implanted during cataract surgery, after the cloudy eye's natural lens (colloquially called a cataract) has been removed. The pseudophakic IOL provides the same light focusing function as the natural crystalline lens. The second type of IOL, more commonly known as a phakic intraocular lens (PIOL), is a lens which is placed over the existing natural lens and is used in refractive surgery to change the eye's optical power as a treatment for myopia (nearsightedness). In other words this is an alternative to Lasik. IOLs usually consist of a small plastic lens with plastic side struts, called haptics, to hold the lens in place in the capsular bag inside the eye. IOLs were conventionally made of an inflexible material (PMMA), although this has largely been superseded by the use of flexible materials, such as silicone and acrylic glass. Most IOLs fitted today are fixed monofocal lenses matched to distance vision. However, other types are available, such as multifocal IOLs that provide the patient with multiple-focused vision at far and reading distance, and adaptive IOLs that provide the patient with limited visual accommodation. can further be Multifocal IOLs, Trifocal IOLs or EDOF lenses. EDOF stands for extended depth of focus lenses. Surgeons annually implant more than 6 million lenses. The procedure can be done under local anesthesia or topical anesthesia with the patient awake throughout the operation. The use of a flexible IOL enables the lens to be rolled for insertion into the capsular bag through a very small incision, thus avoiding the need for stitches. This procedure usually takes less than 30 minutes in the hands of an experienced ophthalmologist. The recovery period is about 2–3 weeks. After surgery, patients should avoid strenuous exercise or anything else that significantly increases blood pressure. They should visit their ophthalmologists regularly for 3 weeks to monitor the implants. IOL implantation carries several risks associated with eye surgeries, such as infection, loosening of the lens, lens rotation, inflammation and nighttime halos, but a systematic review of studies has determined that the procedure is safer than conventional laser eye treatment. Though IOLs enable many patients to have reduced dependence on glasses, most patients still rely on glasses for certain activities, such as reading. These reading glasses can be avoided if Multifocal IOLs, Trifocal IOLs or EDOF lenses are used.",Implants_(medicine)
Intuitive Surgical,"Intuitive Surgical, Inc. is an American corporation that develops, manufactures, and markets robotic products designed to improve clinical outcomes of patients through minimally invasive surgery, most notably with the da Vinci Surgical System. The company is part of the NASDAQ-100 and S&P 500. As of December 31, 2019, Intuitive Surgical had an installed base of 5,582 da Vinci Surgical Systems, including 3,531 in the U.S., 977 in Europe, 780 in Asia, and 294 in the rest of the world.",Medical_device_manufacturers
Design history file,"A design history file is a compilation of documentation that describes the design history of a finished medical device. The design history file, or DHF, is part of regulation introduced in 1990 when the U.S. Congress passed the Safe Medical Devices Act, which established new standards for medical devices that can cause or contribute to the death, serious illness, or injury of a patient. Prior to this legislation, U.S. Food and Drug Administration (FDA) auditors were limited to examining the production and quality control records of the device.",Regulation_of_medical_devices
